Observacion,clase,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,bruises
4151,poisonous,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4152,poisonous,flat,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4153,edible,flat,smooth,pink,null,free,close,broad,white,enlarging,,smooth,smooth,white,red.,partial,white,two,evanescent,white,clustered,waste,Presenta
4155,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4156,poisonous,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4157,poisonous,flat,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,paths,No presenta
4158,poisonous,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4159,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4160,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,paths,No presenta
4161,poisonous,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4162,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,paths,No presenta
4163,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4164,poisonous,flat,fibrous,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,several,wood,No presenta
4167,poisonous,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4169,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,paths,No presenta
4170,edible,flat,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray.,partial,white,one,pendant,brown,solitary,wood,Presenta
4172,poisonous,convex,smooth,green,foul,free,close,broad,chocolate,tapering,bulbous,fibrous,fibrous,white,white.,partial,white,one,pendant,chocolate,scattered,grasses,Presenta
4173,poisonous,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,several,paths,No presenta
4174,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,wood,No presenta
4176,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4177,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,wood,No presenta
4178,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4179,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,several,grasses,No presenta
4180,poisonous,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,solitary,paths,No presenta
4183,edible,flat,scaly,purple,null,free,close,narrow,purple,enlarging,,smooth,fibrous,white,white.,partial,white,one,flaring,chocolate,several,wood,No presenta
4184,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white.,partial,white,one,pendant,brown,several,wood,Presenta
4186,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink.,partial,white,one,large,chocolate,several,grasses,No presenta
4187,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4190,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,several,paths,No presenta
4191,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4192,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4193,poisonous,flat,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,paths,No presenta
4194,poisonous,flat,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4196,poisonous,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,grasses,No presenta
4197,edible,flat,fibrous,red,null,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,black,solitary,wood,Presenta
4198,poisonous,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4199,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4201,poisonous,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4202,poisonous,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,several,wood,No presenta
4204,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4208,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4209,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,several,wood,No presenta
4211,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,several,wood,No presenta
4213,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4214,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,several,wood,No presenta
4215,poisonous,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4216,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4217,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4219,poisonous,convex,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4221,poisonous,convex,scaly,green,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,several,paths,No presenta
4222,poisonous,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4223,poisonous,convex,scaly,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4226,poisonous,flat,scaly,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4228,edible,convex,smooth,pink,null,free,close,broad,red,enlarging,,smooth,smooth,white,white.,partial,white,two,evanescent,white,clustered,waste,Presenta
4229,poisonous,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,solitary,paths,No presenta
4230,edible,flat,fibrous,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink.,partial,white,one,pendant,brown,solitary,wood,Presenta
4231,poisonous,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,several,wood,No presenta
4232,poisonous,convex,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4233,poisonous,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4234,edible,flat,scaly,brown,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white.,partial,white,one,pendant,brown,several,wood,Presenta
4236,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4237,poisonous,flat,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,wood,No presenta
4241,poisonous,convex,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4242,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white.,partial,white,one,pendant,brown,solitary,wood,Presenta
4245,edible,flat,scaly,red,null,free,close,broad,red,enlarging,,smooth,smooth,white,red.,partial,white,two,evanescent,white,clustered,waste,Presenta
4247,poisonous,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4248,poisonous,convex,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4249,edible,flat,scaly,brown,null,free,close,broad,red,enlarging,,smooth,smooth,red,red.,partial,white,two,evanescent,white,clustered,waste,Presenta
4251,poisonous,knobbed,fibrous,brown,null,free,close,narrow,white,enlarging,,silky,scaly,white,brown.,partial,white,one,evanescent,white,several,wood,No presenta
4252,poisonous,flat,fibrous,green,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4253,poisonous,flat,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,several,paths,No presenta
4254,poisonous,convex,scaly,brown,spicy,free,close,narrow,buff,tapering,,smooth,silky,white,pink.,partial,white,one,evanescent,white,several,paths,No presenta
4255,poisonous,flat,smooth,white,foul,free,close,broad,white,tapering,bulbous,fibrous,fibrous,white,white.,partial,white,one,pendant,chocolate,several,grasses,Presenta
4256,poisonous,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,grasses,No presenta
4257,edible,convex,scaly,red,null,free,close,broad,white,enlarging,,smooth,smooth,red,red.,partial,white,two,evanescent,white,clustered,waste,Presenta
4258,poisonous,flat,scaly,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,several,wood,No presenta
4259,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,several,wood,No presenta
4262,poisonous,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink.,partial,white,one,large,chocolate,several,paths,No presenta
4263,poisonous,flat,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown.,partial,white,one,large,chocolate,several,paths,No presenta
4264,edible,knobbed,scaly,brown,null,free,crowded,narrow,white,enlarging,bulbous,fibrous,smooth,white,brown.,partial,white,one,evanescent,white,several,leaves,No presenta
4265,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,several,paths,No presenta
4267,poisonous,flat,scaly,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,several,paths,No presenta
4269,edible,flat,scaly,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink.,partial,white,one,pendant,brown,solitary,wood,Presenta
4270,poisonous,bell,smooth,white,null,free,close,broad,gray,enlarging,bulbous,smooth,smooth,white,white.,partial,white,two,pendant,green,several,meadows,Presenta
4271,edible,flat,scaly,pink,null,free,close,broad,white,enlarging,,smooth,smooth,red,red.,partial,white,two,evanescent,white,clustered,waste,Presenta
4272,edible,knobbed,scaly,brown,null,free,close,broad,white,enlarging,,smooth,smooth,white,white.,partial,white,two,evanescent,white,clustered,waste,Presenta
4273,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff.,partial,white,one,large,chocolate,solitary,paths,No presenta
4276,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink.,partial,white,one,large,chocolate,solitary,paths,No presenta
4277,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,several,wood,No presenta
4279,poisonous,convex,fibrous,yellow,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown.,partial,white,one,large,chocolate,solitary,paths,No presenta
4280,poisonous,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,several,paths,No presenta
4281,edible,knobbed,smooth,red,null,free,close,broad,white,enlarging,,smooth,smooth,red,white.,partial,white,two,evanescent,white,clustered,waste,Presenta
4282,edible,flat,scaly,brown,null,free,close,broad,red,enlarging,,smooth,smooth,red,white.,partial,white,two,evanescent,white,clustered,waste,Presenta
4284,edible,flat,fibrous,green,null,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink.,partial,white,one,pendant,brown,several,wood,Presenta
4285,poisonous,flat,fibrous,yellow,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,solitary,paths,No presenta
4287,poisonous,convex,fibrous,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,solitary,wood,No presenta
4289,edible,flat,scaly,brown,null,free,close,broad,red,enlarging,,smooth,smooth,white,white.,partial,white,two,evanescent,white,clustered,waste,Presenta
4290,edible,flat,scaly,red,null,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink.,partial,white,one,pendant,black,several,wood,Presenta
4292,poisonous,flat,fibrous,green,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown.,partial,white,one,large,chocolate,solitary,wood,No presenta
4293,edible,flat,fibrous,red,null,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white.,partial,white,one,pendant,brown,several,wood,Presenta
4294,poisonous,convex,scaly,yellow,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff.,partial,white,one,large,chocolate,several,paths,No presenta
4297,poisonous,convex,scaly,brown,foul,free,close,narrow,buff,tapering,,silky,smooth,pink,white.,partial,white,one,evanescent,white,several,wood,No presenta
